src,dst,count,month,avg_fare
Central Harlem North,Crown Heights North,4,1,46.8
Central Harlem North,Rego Park,1,1,44.19
Central Park,East Village,538,1,21.966022304832705
Chinatown,Alphabet City,320,1,11.814625000000001
Chinatown,East Williamsburg,96,1,18.47072916666667
Chinatown,Madison,1,1,33.8
Claremont/Bathgate,Westchester Village/Unionport,1,1,15.8
Clinton East,Forest Hills,209,1,39.75272727272726
Clinton West,Belmont,10,1,34.986000000000004
Cobble Hill,East Harlem South,7,1,38.867142857142845
Cobble Hill,Upper West Side North,9,1,39.27111111111111
Columbia Street,Prospect Heights,3,1,14.700000000000001
Cypress Hills,Cypress Hills,285,1,15.321754385964908
Downtown Brooklyn/MetroTech,Fort Greene,672,1,8.09449404761904
East Concourse/Concourse Village,Manhattanville,1,1,14.3
East Flatbush/Farragut,Cypress Hills,1,1,26.3
East Harlem North,Crown Heights South,1,1,37.8
East Harlem North,Sunnyside,56,1,26.801428571428573
East Harlem South,North Corona,19,1,32.693684210526314
East Harlem South,West Village,114,1,26.856666666666673
East Village,Crown Heights South,227,1,27.21762114537444
East Village,Yorkville West,3304,1,19.620012106537505
East Williamsburg,College Point,1,1,28.3
Elmhurst/Maspeth,Prospect-Lefferts Gardens,1,1,44.8
Financial District North,UN/Turtle Bay South,1369,1,20.07045288531778
Financial District South,Springfield Gardens North,1,1,82.84
Financial District South,West Chelsea/Hudson Yards,644,1,19.497484472049678
Financial District South,Yorkville West,288,1,28.659062499999987
Flatbush/Ditmas Park,Jamaica,1,1,36.8
Flatiron,Briarwood/Jamaica Hills,11,1,47.39818181818182
Flatiron,Brighton Beach,6,1,54.24333333333333
Flatiron,Two Bridges/Seward Park,741,1,16.546477732793505
Forest Park/Highland Park,Dyker Heights,1,1,86.3
Fort Greene,Queensbridge/Ravenswood,3,1,25.453333333333333
Fort Greene,Stuyvesant Heights,194,1,15.112422680412376
Gramercy,Upper East Side North,3038,1,18.817975641869676
Gramercy,West Farms/Bronx River,10,1,35.416000000000004
Greenpoint,Bloomingdale,4,1,30.4775
Greenwich Village North,Jamaica,6,1,53.910000000000004
Greenwich Village North,Upper East Side South,2049,1,19.039746217667204
Greenwich Village South,Borough Park,22,1,34.82772727272727
Greenwich Village South,Cypress Hills,11,1,40.63090909090909
Greenwich Village South,Melrose South,5,1,38.029999999999994
Hamilton Heights,Upper West Side North,455,1,14.81160439560438
Heartland Village/Todt Hill,New Dorp/Midland Beach,1,1,11.8
Hudson Sq,Yorkville West,278,1,26.569280575539555
JFK Airport,Allerton/Pelham Gardens,103,1,62.01446601941749
Kew Gardens,Elmhurst,5,1,16.0
Kingsbridge Heights,Morrisania/Melrose,1,1,15.3
Kips Bay,Rego Park,41,1,31.860487804878037
Kips Bay,Steinway,226,1,27.637168141592916
LaGuardia Airport,Clinton West,1254,1,51.337400318979306
LaGuardia Airport,Richmond Hill,182,1,28.07565934065933
Lenox Hill East,Canarsie,5,1,85.508
Lenox Hill East,Schuylerville/Edgewater Park,36,1,33.943333333333335
Lincoln Square East,Jackson Heights,243,1,26.854938271604922
Lincoln Square West,Mariners Harbor,1,1,99.97
Long Island City/Queens Plaza,Parkchester,2,1,37.82
Lower East Side,Union Sq,3615,1,13.127629322268366
Lower East Side,Van Nest/Morris Park,8,1,46.88875
Manhattanville,Parkchester,5,1,25.6
Meatpacking/West Village West,Midwood,9,1,41.349999999999994
Middle Village,Rego Park,4,1,8.925
Midtown North,Brooklyn Heights,326,1,32.354785276073606
Midtown North,Douglaston,9,1,59.71
Midtown North,Hillcrest/Pomonok,15,1,44.257333333333335
Midtown South,East Tremont,13,1,39.35461538461538
Midtown South,Soundview/Bruckner,19,1,34.36210526315789
Mott Haven/Port Morris,Meatpacking/West Village West,3,1,36.31333333333333
Murray Hill,Alphabet City,1286,1,13.713234836702966
Murray Hill,Queens Village,4,1,59.58
NV,Cambria Heights,1,1,31.3
NV,East Elmhurst,12,1,20.473333333333333
NV,Midtown East,692,1,17.38619942196531
Oakland Gardens,Saint Albans,1,1,15.3
Park Slope,South Williamsburg,9,1,19.098888888888894
Penn Station/Madison Sq West,LaGuardia Airport,1879,1,45.80354443853116
Penn Station/Madison Sq West,Long Island City/Queens Plaza,204,1,23.729264705882347
Penn Station/Madison Sq West,Midtown East,13826,1,13.065724721538896
Penn Station/Madison Sq West,Pelham Parkway,26,1,50.265769230769244
Prospect Park,Central Harlem North,1,1,56.3
Prospect Park,Clinton West,1,1,30.96
Prospect-Lefferts Gardens,Park Slope,81,1,12.141851851851854
Queens Village,Springfield Gardens North,1,1,26.8
Queensbridge/Ravenswood,North Corona,7,1,21.657142857142862
Queensbridge/Ravenswood,Randalls Island,1,1,27.34
Rego Park,Chinatown,1,1,52.8
Rego Park,Middle Village,21,1,7.912380952380953
Ridgewood,Brownsville,1,1,16.8
Riverdale/North Riverdale/Fieldston,Morningside Heights,3,1,22.813333333333333
Seaport,Park Slope,149,1,21.02523489932886
SoHo,Flushing,8,1,49.675000000000004
South Jamaica,Lincoln Square West,2,1,62.394999999999996
Steinway,Upper West Side South,28,1,47.47892857142857
Steinway,Whitestone,9,1,25.20555555555556
Stuy Town/Peter Cooper Village,Long Island City/Queens Plaza,15,1,20.301333333333332
Sunnyside,Rockaway Park,1,1,48.38
Sutton Place/Turtle Bay North,Bayside,10,1,51.423
Sutton Place/Turtle Bay North,Madison,10,1,57.38799999999999
TriBeCa/Civic Center,Woodside,82,1,32.544634146341465
Two Bridges/Seward Park,Lincoln Square East,98,1,25.28295918367347
Two Bridges/Seward Park,Prospect Park,8,1,24.6475
UN/Turtle Bay South,South Williamsburg,32,1,24.158125
UN/Turtle Bay South,Yorkville East,1959,1,13.693731495661089
Upper East Side North,East New York/Pennsylvania Avenue,1,1,52.8
Upper West Side South,Schuylerville/Edgewater Park,11,1,39.581818181818186
Van Nest/Morris Park,Inwood,1,1,20.8
Washington Heights South,Lower East Side,4,1,40.61
West Chelsea/Hudson Yards,Marble Hill,4,1,38.0775
West Village,Bedford Park,18,1,47.32833333333333
West Village,West Brighton,1,1,73.63
Williamsburg (North Side),Bloomingdale,6,1,36.093333333333334
Williamsburg (North Side),Gowanus,39,1,23.536153846153848
Williamsburg (North Side),Howard Beach,2,1,43.275
Williamsburg (South Side),Flatbush/Ditmas Park,50,1,30.672800000000002
Windsor Terrace,Erasmus,4,1,20.795
Windsor Terrace,Madison,2,1,19.55
Yorkville East,Sunnyside,131,1,20.38259541984733
Yorkville West,Chinatown,139,1,26.712302158273378
Yorkville West,Greenpoint,182,1,23.95818681318681
Alphabet City,Chinatown,281,1,10.92362989323844
Alphabet City,Erasmus,6,1,33.57333333333333
Alphabet City,Whitestone,1,1,42.8
Battery Park,Baisley Park,1,1,52.8
Battery Park,Gowanus,4,1,24.042499999999997
Battery Park City,Briarwood/Jamaica Hills,4,1,56.8225
Bayside,Middle Village,1,1,24.8
Bedford Park,Schuylerville/Edgewater Park,1,1,0.31
Bensonhurst West,Boerum Hill,1,1,24.3
Bloomfield/Emerson Hill,Eltingville/Annadale/Prince's Bay,1,1,19.2
Briarwood/Jamaica Hills,Corona,3,1,19.95
Briarwood/Jamaica Hills,Greenwich Village North,6,1,62.85833333333334
Brooklyn Heights,Queensboro Hill,1,1,35.3
Brooklyn Heights,Upper East Side South,90,1,31.946555555555555
Bushwick South,Bay Ridge,9,1,39.358888888888885
Carroll Gardens,Flushing Meadows-Corona Park,1,1,38.8
Central Harlem,Upper West Side South,1154,1,12.248388214904676
Central Harlem North,Jamaica,2,1,46.09
Central Harlem North,South Ozone Park,2,1,51.57
Chinatown,Cobble Hill,61,1,15.294918032786887
Chinatown,Midtown North,194,1,23.222164948453607
Chinatown,Ridgewood,15,1,27.090000000000007
Chinatown,UN/Turtle Bay South,279,1,19.10397849462365
Clinton Hill,East Chelsea,12,1,27.120000000000005
Clinton Hill,Manhattan Valley,1,1,37.8
Columbia Street,East Village,6,1,22.251666666666665
Corona,Belmont,1,1,43.34
East Chelsea,Columbia Street,45,1,28.922444444444444
East Chelsea,Inwood,208,1,36.13596153846153
East Elmhurst,Jamaica,7,1,23.512857142857143
East Elmhurst,Jamaica Estates,1,1,23.8
East Harlem North,Longwood,50,1,17.301400000000005
East Harlem North,University Heights/Morris Heights,78,1,18.94589743589744
East New York,Elmhurst,1,1,25.52
East Village,Arrochar/Fort Wadsworth,6,1,62.47666666666667
East Village,Kew Gardens Hills,9,1,36.864444444444445
East Village,Ridgewood,385,1,27.31031168831167
Elmhurst,Midtown North,9,1,57.357777777777784
Elmhurst/Maspeth,Ridgewood,7,1,18.74142857142857
Erasmus,Brooklyn Navy Yard,2,1,17.55
Financial District South,Randalls Island,1,1,44.79
Fordham South,East Concourse/Concourse Village,6,1,10.133333333333335
Fort Greene,DUMBO/Vinegar Hill,241,1,8.987095435684653
Fort Greene,Flushing Meadows-Corona Park,1,1,32.8
Garment District,Astoria,687,1,23.931906841339156
Gramercy,Canarsie,15,1,51.623999999999995
Greenpoint,Midtown North,18,1,23.24833333333333
Greenwich Village North,Bloomingdale,149,1,27.722684563758385
Greenwich Village North,Riverdale/North Riverdale/Fieldston,13,1,51.52076923076924
Greenwich Village South,Bloomingdale,146,1,28.33691780821917
Howard Beach,Sunnyside,1,1,36.3
Hunts Point,Crotona Park East,3,1,8.020000000000001
JFK Airport,Brooklyn Heights,1473,1,63.0963951120162
Jackson Heights,Rockaway Park,1,1,57.88
Jackson Heights,Sunset Park West,4,1,40.587500000000006
Jackson Heights,Upper East Side South,26,1,24.12269230769231
Jackson Heights,Woodhaven,7,1,27.87142857142857
Kew Gardens Hills,Kew Gardens Hills,33,1,21.179393939393943
Kingsbridge Heights,Co-Op City,1,1,30.96
Kingsbridge Heights,Van Nest/Morris Park,2,1,14.8
Kingsbridge Heights,Washington Heights South,3,1,19.256666666666664
Kips Bay,UN/Turtle Bay South,5076,1,7.9120193065406355
LaGuardia Airport,Flushing,903,1,18.27019933554818
LaGuardia Airport,Washington Heights South,1170,1,43.49702564102569
Lincoln Square East,Erasmus,3,1,52.10333333333333
Lincoln Square East,Madison,6,1,59.585
Little Italy/NoLiTa,Meatpacking/West Village West,2451,1,11.243973888208929
Long Island City/Hunters Point,West Concourse,3,1,28.48
Longwood,Hunts Point,6,1,10.0
Lower East Side,College Point,7,1,42.76571428571429
Lower East Side,Midtown East,2056,1,16.63687256809344
Lower East Side,Richmond Hill,35,1,38.21428571428572
Marine Park/Mill Basin,Newark Airport,1,1,209.76
Maspeth,East New York,1,1,14.8
Maspeth,Queens Village,1,1,34.8
Meatpacking/West Village West,Long Island City/Hunters Point,161,1,29.744534161490677
Middle Village,Elmhurst,16,1,10.742500000000001
Midtown Center,Bronxdale,9,1,41.739999999999995
Midtown Center,Kingsbridge Heights,18,1,34.028888888888886
Midtown Center,Schuylerville/Edgewater Park,31,1,43.36677419354838
Midtown Center,Williamsburg (South Side),384,1,27.390494791666654
Midtown East,Bloomingdale,351,1,20.24843304843304
Midtown East,DUMBO/Vinegar Hill,360,1,27.536611111111103
Midtown North,Boerum Hill,178,1,33.6817415730337
Midtown North,Erasmus,7,1,43.568571428571424
Midtown North,Meatpacking/West Village West,1879,1,17.409175093134692
Midtown South,University Heights/Morris Heights,18,1,36.51
Midtown South,Van Cortlandt Village,24,1,42.37166666666666
Morrisania/Melrose,Central Harlem North,8,1,13.925
Mott Haven/Port Morris,East Tremont,8,1,19.8275
Mount Hope,Times Sq/Theatre District,1,1,36.93
Murray Hill,Cambria Heights,1,1,60.34
Murray Hill,East Flatbush/Farragut,16,1,42.526875
Murray Hill,Willets Point,1,1,46.3
Murray Hill-Queens,Elmhurst,3,1,20.133333333333336
North Corona,Old Astoria,3,1,16.96666666666667
Norwood,Inwood,1,1,21.96
Park Slope,Kensington,102,1,14.166764705882358
Park Slope,Ocean Parkway South,4,1,24.28
Penn Station/Madison Sq West,Belmont,23,1,42.1204347826087
Prospect-Lefferts Gardens,East Flatbush/Remsen Village,25,1,15.7964
Queensbridge/Ravenswood,TriBeCa/Civic Center,14,1,34.65857142857142
Queensbridge/Ravenswood,UN/Turtle Bay South,10,1,14.709
Randalls Island,Newark Airport,1,1,128.34
Randalls Island,Upper West Side North,27,1,65.80333333333334
Ridgewood,Dyker Heights,1,1,45.35
Seaport,East New York,6,1,39.733333333333334
South Jamaica,Midtown East,27,1,64.88592592592592
South Ozone Park,Gramercy,2,1,68.66499999999999
South Williamsburg,Kew Gardens,1,1,43.5
Steinway,Little Italy/NoLiTa,3,1,36.31
Stuyvesant Heights,East New York/Pennsylvania Avenue,9,1,16.506666666666668
Stuyvesant Heights,Williamsburg (North Side),17,1,16.69882352941177
Sutton Place/Turtle Bay North,Pelham Parkway,31,1,39.3825806451613
Times Sq/Theatre District,Eastchester,21,1,55.41047619047619
Times Sq/Theatre District,Queens Village,11,1,63.068181818181806
Times Sq/Theatre District,Times Sq/Theatre District,13598,1,9.702047359905611
TriBeCa/Civic Center,Fort Greene,634,1,17.55447949526813
TriBeCa/Civic Center,Hamilton Heights,166,1,35.15728915662649
TriBeCa/Civic Center,West Concourse,12,1,41.42916666666667
Two Bridges/Seward Park,Belmont,3,1,47.45333333333334
Two Bridges/Seward Park,East Elmhurst,3,1,40.51666666666667
Two Bridges/Seward Park,Newark Airport,5,1,84.69200000000001
Union Sq,Country Club,5,1,50.642
Upper East Side North,Red Hook,21,1,44.330000000000005
Upper East Side South,Bensonhurst East,7,1,62.618571428571435
Upper West Side South,Stapleton,1,1,62.92
Van Cortlandt Park,Van Cortlandt Park,7,1,13.108571428571427
Washington Heights South,Lincoln Square East,148,1,23.54939189189189
West Chelsea/Hudson Yards,Grymes Hill/Clifton,2,1,76.67
West Farms/Bronx River,Midtown North,1,1,34.3
Windsor Terrace,Little Italy/NoLiTa,1,1,31.3
Woodside,Kew Gardens,9,1,23.906666666666666
World Trade Center,DUMBO/Vinegar Hill,175,1,15.099714285714287
World Trade Center,Lower East Side,1149,1,13.71890339425588
Yorkville East,East Harlem South,4725,1,8.747128042328107
Yorkville West,Richmond Hill,16,1,43.850625
Alphabet City,Central Park,41,1,22.46439024390244
Alphabet City,Sunset Park East,22,1,33.64318181818182
Auburndale,East Flushing,1,1,8.8
Battery Park,Gramercy,29,1,20.052758620689655
Bedford,East New York,12,1,24.775000000000002
Bedford,Ridgewood,23,1,16.495652173913044
Belmont,Central Park,1,1,49.34
Bensonhurst West,World Trade Center,1,1,31.8
Bloomingdale,Clinton Hill,1,1,38.3
Bloomingdale,Upper East Side South,594,1,16.9721212121212
Brighton Beach,Richmond Hill,1,1,42.3
Brooklyn Heights,East Village,158,1,18.686835443037978
Brownsville,East New York/Pennsylvania Avenue,6,1,36.63
Central Harlem North,Downtown Brooklyn/MetroTech,3,1,41.13333333333333
Central Harlem North,Gramercy,20,1,28.071500000000004
Chinatown,Ozone Park,3,1,56.06999999999999
Claremont/Bathgate,Murray Hill,1,1,39.12
Clinton East,Bushwick North,128,1,37.428437499999994
Clinton Hill,Central Park,1,1,33.95
Clinton West,Bedford,38,1,35.491578947368424
Crown Heights North,Carroll Gardens,14,1,18.575
Crown Heights North,Upper West Side South,1,1,42.96
Crown Heights South,Meatpacking/West Village West,2,1,24.05
DUMBO/Vinegar Hill,Dyker Heights,4,1,28.56
Downtown Brooklyn/MetroTech,NA,9,1,106.91777777777777
Downtown Brooklyn/MetroTech,Union Sq,203,1,19.96556650246305
East Chelsea,Chinatown,477,1,17.643647798742133
East Concourse/Concourse Village,Crotona Park,1,1,15.3
East Harlem North,West Village,38,1,31.132631578947368
East Harlem South,Clinton Hill,11,1,44.60545454545455
East Harlem South,Manhattan Valley,1623,1,9.592550831792975
East Harlem South,Prospect Heights,6,1,45.245000000000005
East New York,Springfield Gardens South,1,1,17.3
East Tremont,NA,1,1,84.3
East Village,Jackson Heights,356,1,31.446207865168525
East Williamsburg,Bay Terrace/Fort Totten,1,1,37.3
Erasmus,Central Harlem North,1,1,55.34
Financial District North,Battery Park,103,1,7.174271844660193
Financial District South,Brooklyn Heights,412,1,15.811310679611642
Financial District South,Chinatown,644,1,9.884844720496885
Flatiron,Soundview/Castle Hill,8,1,45.52375000000001
Flushing Meadows-Corona Park,Jamaica,3,1,9.8
Fordham South,Mott Haven/Port Morris,3,1,18.133333333333336
Garment District,Greenwich Village South,1209,1,14.48660876757652
Gramercy,East Harlem South,1234,1,20.689376012965997
Greenwich Village North,Manhattan Beach,3,1,60.166666666666664
Highbridge,LaGuardia Airport,2,1,35.315
Highbridge Park,Lincoln Square East,1,1,25.65
Jackson Heights,Kips Bay,19,1,23.742105263157892
Jackson Heights,Manhattanville,3,1,33.82666666666666
Kips Bay,Bay Ridge,115,1,43.647478260869576
Kips Bay,Financial District North,1276,1,18.6170141065831
LaGuardia Airport,Boerum Hill,1088,1,42.69141544117651
LaGuardia Airport,Cypress Hills,78,1,36.12641025641025
LaGuardia Airport,Maspeth,223,1,22.90511210762331
Laurelton,Glen Oaks,1,1,24.75
Lenox Hill East,East Williamsburg,100,1,27.4119
Lenox Hill East,Middle Village,26,1,30.39653846153846
Lenox Hill West,Clinton West,789,1,15.9099619771863
Lenox Hill West,Midwood,11,1,49.64545454545455
Lenox Hill West,Morningside Heights,718,1,18.972047353760434
Lincoln Square East,Battery Park,59,1,25.964067796610177
Lincoln Square East,Heartland Village/Todt Hill,2,1,91.53999999999999
Lincoln Square East,Hillcrest/Pomonok,10,1,42.20099999999999
Lincoln Square West,Oakwood,2,1,99.985
Little Italy/NoLiTa,Williamsbridge/Olinville,1,1,56.16
Little Italy/NoLiTa,Woodside,58,1,27.121379310344835
Longwood,Washington Heights North,1,1,27.96
Lower East Side,Marine Park/Mill Basin,16,1,46.933125000000004
Manhattan Valley,Manhattan Valley,3870,1,8.201534883720988
Manhattan Valley,Midwood,3,1,65.01
Manhattanville,Kingsbridge Heights,7,1,28.235714285714288
Midtown Center,Kensington,50,1,48.388600000000004
Midtown Center,Stuyvesant Heights,100,1,36.236000000000004
Midtown East,Bronxdale,3,1,42.99
Midtown East,Queensbridge/Ravenswood,53,1,15.90981132075472
Mott Haven/Port Morris,East Harlem North,184,1,8.029891304347828
Mott Haven/Port Morris,Upper East Side South,4,1,23.564999999999998
Murray Hill,Steinway,429,1,26.65461538461537
Murray Hill,Williamsburg (South Side),522,1,23.91063218390803
NV,Woodside,35,1,20.01457142857143
Old Astoria,East Village,50,1,24.747400000000003
Old Astoria,Flushing,15,1,24.854
Penn Station/Madison Sq West,Bensonhurst West,49,1,50.88673469387756
Red Hook,West Concourse,1,1,40.63
Rockaway Park,Rockaway Park,7,1,41.63428571428572
Seaport,Gowanus,26,1,20.312307692307687
SoHo,World Trade Center,1224,1,10.192295751633973
South Ozone Park,Long Island City/Queens Plaza,2,1,48.28
Springfield Gardens North,Springfield Gardens North,5,1,8.533999999999999
Springfield Gardens South,South Ozone Park,5,1,17.002
Stuy Town/Peter Cooper Village,Astoria,50,1,26.5792
Sunnyside,Clinton East,124,1,27.00766129032258
Sunset Park West,East Village,7,1,33.35857142857143
Sunset Park West,Two Bridges/Seward Park,3,1,22.616666666666664
Times Sq/Theatre District,Flatiron,4877,1,10.85440844781632
Two Bridges/Seward Park,Fort Greene,86,1,17.648720930232557
Two Bridges/Seward Park,South Ozone Park,5,1,50.22
Union Sq,Inwood Hill Park,4,1,39.599999999999994
Union Sq,Little Italy/NoLiTa,5380,1,11.865020446096644
Union Sq,Old Astoria,293,1,26.623378839590433
Upper East Side North,Allerton/Pelham Gardens,25,1,43.0508
Upper East Side North,DUMBO/Vinegar Hill,84,1,35.1975
Upper East Side North,Stuyvesant Heights,23,1,37.699999999999996
Upper East Side North,Yorkville East,17953,1,8.003814404277616
Upper East Side South,University Heights/Morris Heights,18,1,28.733333333333334
Upper East Side South,Williamsburg (South Side),182,1,29.708571428571414
Washington Heights South,Bensonhurst East,1,1,69.34
